auction_id;item_id;seller_login;seller_role;current_highest_bid;auction_status;winner_login;winner_role
3175;4219;loyal-apple;Seller;2544;Closed;glossy-tie;Buyer
3176;4414;private-review;Seller;1738;Active;;
3177;5475;kindhearted-young;Seller;3241;Closed;metallic-part;Buyer
3178;4047;linear-candle;Seller;2436;Closed;every-paper;Buyer
3179;5029;milky-penalty;Seller;2375;Closed;blaring-parking;Buyer
3180;2452;steel-mail;Seller;1696;Active;;
3181;5245;absolute-craft;Seller;1983;Closed;wary-engine;Buyer
3182;5887;ruddy-tie;Seller;5185;Closed;grouchy-belt;Buyer
3183;5521;fine-soil;Seller;1003;Closed;dreary-basis;Buyer
3184;5649;interesting-primary;Seller;3463;Closed;original-opposite;Buyer
3185;1722;light-good;Seller;2916;Closed;showy-condition;Buyer
3186;575;interesting-primary;Seller;3436;Closed;luxurious-jury;Buyer
3187;2049;striking-wedding;Seller;2843;Closed;major-way;Buyer
3188;2761;aromatic-pound;Seller;3621;Closed;unfortunate-step;Buyer
3189;62;giving-teacher;Seller;221;Active;;
3190;895;grimy-catch;Seller;2268;Closed;enchanting-remove;Buyer
3191;2428;affectionate-passenger;Seller;2457;Active;;
3192;132;spotless-charge;Seller;2684;Closed;perfect-sun;Buyer
3193;3353;fine-soil;Seller;2236;Closed;leafy-poet;Buyer
3194;5621;scented-witness;Seller;5601;Active;;
3195;1120;impressive-forever;Seller;4667;Active;;
3196;1893;feminine-writing;Seller;3837;Closed;moral-lay;Buyer
3197;3850;constant-university;Seller;3089;Active;;
3198;744;absolute-craft;Seller;1652;Active;;
3199;3957;questionable-sympathy;Seller;2030;Closed;kindly-language;Buyer
3200;846;interesting-primary;Seller;2822;Closed;hospitable-highlight;Buyer
3201;3206;sick-quarter;Seller;2889;Closed;elliptical-divide;Buyer
3202;2292;grumpy-secret;Seller;4409;Closed;winding-kid;Buyer
3203;2981;upset-temperature;Seller;2005;Closed;puzzling-split;Buyer
3204;340;punctual-swimming;Seller;2354;Closed;tame-chain;Buyer
3205;504;regal-a;Seller;4210;Closed;bare-client;Buyer
3206;273;silver-steal;Seller;1451;Closed;melodic-bend;Buyer
3207;1769;ripe-patience;Seller;1050;Active;;
3208;4251;periodic-summer;Seller;1483;Closed;shameful-team;Buyer
3209;3050;dopey-nobody;Seller;1646;Closed;creamy-external;Buyer
3210;2574;silver-steal;Seller;2806;Closed;flustered-platform;Buyer
3211;2706;past-touch;Seller;4270;Closed;separate-salary;Buyer
3212;5960;rude-ball;Seller;1254;Closed;careless-potential;Buyer
3213;139;superficial-extreme;Seller;2635;Active;;
3214;1877;impressive-forever;Seller;3812;Closed;definite-introduction;Buyer
3215;3621;easy-dark;Seller;1743;Active;;
3216;4328;monumental-feel;Seller;2877;Closed;sudden-count;Buyer
3217;2935;starry-passion;Seller;1515;Closed;sandy-opinion;Buyer
3218;4426;harmless-agreement;Seller;3828;Closed;foolish-disease;Buyer
3219;552;light-lie;Seller;2855;Active;;
3220;4696;ripe-patience;Seller;2745;Active;;
3221;5377;sweet-pass;Seller;1298;Closed;good-pain;Buyer
3222;1173;considerate-conference;Seller;3025;Closed;spherical-shock;Buyer
3223;1840;favorite-movie;Seller;2076;Closed;glistening-discount;Buyer
3224;706;mindless-button;Seller;1793;Closed;showy-condition;Buyer
3225;4828;favorite-movie;Seller;4143;Closed;uniform-excuse;Buyer
3226;2058;enraged-give;Seller;4638;Active;;
3227;3116;wicked-drama;Seller;2740;Closed;celebrated-method;Buyer
3228;5126;impressive-forever;Seller;5162;Closed;hot-police;Buyer
3229;4992;kindhearted-young;Seller;1650;Closed;measly-finding;Buyer
3230;205;burdensome-special;Seller;3506;Closed;pleasant-feed;Buyer
3231;1318;icky-hearing;Seller;2813;Closed;vivacious-piano;Buyer
3232;2516;superb-pull;Seller;1024;Closed;that-priority;Buyer
3233;1635;weekly-percentage;Seller;2097;Active;;
3234;3200;bare-round;Seller;1750;Closed;exhausted-possible;Buyer
3235;4605;dopey-nobody;Seller;1387;Active;;
3236;2189;expensive-funeral;Seller;3988;Closed;frivolous-young;Buyer
3237;1755;trustworthy-silly;Seller;1047;Closed;delectable-resolution;Buyer
3238;547;fine-suck;Seller;3204;Closed;periodic-many;Buyer
3239;5109;striking-wedding;Seller;4539;Closed;past-studio;Buyer
3240;3608;impressive-forever;Seller;2903;Active;;
3241;5558;flawless-soup;Seller;2608;Closed;memorable-juice;Buyer
3242;3294;hard-profit;Seller;1401;Closed;blaring-parking;Buyer
3243;3168;multicolored-performance;Seller;2289;Closed;melodic-handle;Buyer
3244;4172;cool-formal;Seller;1397;Closed;separate-salary;Buyer
3245;5265;jolly-human;Seller;3932;Closed;parched-power;Buyer
3246;5088;judicious-turn;Seller;2683;Closed;dull-disaster;Buyer
3247;1739;past-touch;Seller;3480;Closed;close-comfort;Buyer
3248;3924;steel-clue;Seller;2926;Closed;alive-finding;Buyer
3249;433;monumental-feel;Seller;5120;Closed;long-term-if;Buyer
3250;362;ripe-patience;Seller;1955;Active;;
3251;2280;judicious-dare;Seller;4559;Closed;troubled-throat;Buyer
3252;4525;multicolored-performance;Seller;1404;Active;;
3253;4088;starry-passion;Seller;2934;Closed;lawful-money;Buyer
3254;1130;past-touch;Seller;2623;Closed;curvy-product;Buyer
3255;30;judicious-turn;Seller;1820;Closed;infatuated-repeat;Buyer
3256;4174;light-good;Seller;3770;Closed;nasty-juice;Buyer
3257;5219;embellished-repeat;Seller;2091;Closed;minor-poem;Buyer
3258;26;upset-permission;Seller;1367;Active;;
3259;3070;tempting-education;Seller;3385;Closed;bowed-single;Buyer
3260;3760;starry-passion;Seller;539;Closed;jovial-management;Buyer
3261;1066;wicked-drama;Seller;3304;Closed;baggy-limit;Buyer
3262;2030;shocked-specialist;Seller;3743;Closed;flustered-positive;Buyer
3263;4115;giving-teacher;Seller;3094;Closed;electric-drawer;Buyer
3264;5345;hard-profit;Seller;2509;Closed;ill-fated-sort;Buyer
3265;444;rude-ball;Seller;2060;Closed;large-maintenance;Buyer
3266;2984;unfit-fault;Seller;3183;Closed;lovable-management;Buyer
3267;4349;striped-job;Seller;4898;Closed;orderly-angle;Buyer
3268;4439;productive-advice;Seller;5340;Closed;digital-win;Buyer
3269;4450;angelic-thought;Seller;2728;Closed;winding-kid;Buyer
3270;3958;doting-bell;Seller;2564;Active;;
3271;4401;sick-quarter;Seller;5451;Closed;tan-anybody;Buyer
3272;1172;monumental-feel;Seller;2680;Active;;
3273;2741;spectacular-diamond;Seller;2172;Active;;
3274;3888;harmless-agreement;Seller;1623;Active;;
3275;5872;starry-passion;Seller;987;Closed;bumpy-coat;Buyer
3276;477;anguished-order;Seller;2248;Closed;venerated-star;Buyer
3277;3707;bad-permit;Seller;1173;Closed;bubbly-convert;Buyer
3278;2459;mindless-button;Seller;3806;Closed;melodic-handle;Buyer
3279;5236;mindless-button;Seller;4465;Closed;energetic-whole;Buyer
3280;127;trustworthy-silly;Seller;3959;Active;;
3281;5783;regular-business;Seller;2018;Active;;
3282;2747;pointless-guess;Seller;466;Active;;
3283;2896;giving-teacher;Seller;3978;Closed;elementary-intention;Buyer
3284;385;everlasting-historian;Seller;3998;Active;;
3285;5494;tempting-education;Seller;1891;Closed;sore-dream;Buyer
3286;332;impressionable-bedroom;Seller;1542;Closed;great-web;Buyer
3287;173;gracious-nation;Seller;2752;Closed;silent-piece;Buyer
3288;5807;phony-idea;Seller;3346;Closed;sympathetic-western;Buyer
3289;558;every-discipline;Seller;43;Active;;
3290;2012;regular-business;Seller;2404;Closed;wrathful-tonight;Buyer
3291;5910;remorseful-buddy;Seller;3476;Closed;imaginary-leader;Buyer
3292;5210;monumental-feel;Seller;4511;Closed;foolish-disease;Buyer
3293;395;loyal-apple;Seller;3442;Active;;
3294;4986;focused-song;Seller;2608;Closed;thorny-storm;Buyer
3295;1606;expensive-funeral;Seller;1501;Active;;
3296;2447;costly-tackle;Seller;765;Active;;
3297;834;silver-steal;Seller;2943;Closed;leafy-poet;Buyer
3298;3459;constant-university;Seller;3901;Closed;worried-book;Buyer
3299;1523;light-lie;Seller;3933;Closed;worthwhile-strain;Buyer
3300;2078;monumental-feel;Seller;2382;Closed;upbeat-highway;Buyer
3301;858;threadbare-character;Seller;2966;Closed;bare-client;Buyer
3302;4745;ruddy-tie;Seller;1749;Active;;
3303;2367;this-priority;Seller;2336;Closed;utter-championship;Buyer
3304;2087;superficial-extreme;Seller;2180;Closed;bustling-aspect;Buyer
3305;5689;bare-round;Seller;5005;Active;;
3306;2047;regular-business;Seller;4729;Closed;rowdy-property;Buyer
3307;1109;light-lie;Seller;2524;Closed;formal-language;Buyer
3308;44;doting-bell;Seller;4443;Closed;agitated-copy;Buyer
3309;5579;costly-tackle;Seller;4048;Closed;monumental-independence;Buyer
3310;4034;milky-penalty;Seller;2615;Closed;suburban-aside;Buyer
3311;4177;grimy-catch;Seller;3663;Closed;vibrant-song;Buyer
3312;5710;striped-job;Seller;3765;Active;;
3313;5997;yearly-society;Seller;3184;Closed;young-passage;Buyer
3314;5751;phony-idea;Seller;556;Closed;lovely-model;Buyer
3315;4773;kooky-mail;Seller;3610;Closed;internal-juice;Buyer
3316;5134;frivolous-nation;Seller;3263;Closed;trained-joint;Buyer
3317;5008;kooky-mail;Seller;629;Active;;
3318;1440;giving-teacher;Seller;2137;Active;;
3319;1507;giving-teacher;Seller;1940;Active;;
3320;364;light-lie;Seller;2419;Active;;
3321;5778;dopey-nobody;Seller;1846;Closed;tame-chain;Buyer
3322;2893;spotless-charge;Seller;996;Active;;
3323;1270;coordinated-opposite;Seller;3546;Closed;loud-link;Buyer
3324;2406;constant-university;Seller;4206;Closed;misty-cable;Buyer
3325;2454;mindless-button;Seller;1176;Active;;
3326;1884;frivolous-nation;Seller;3009;Active;;
3327;1060;loathsome-soft;Seller;3753;Closed;upset-drag;Buyer
3328;4548;pointless-guess;Seller;3238;Active;;
3329;112;monumental-feel;Seller;2553;Closed;noteworthy-band;Buyer
3330;1876;considerate-conference;Seller;1932;Active;;
3331;4498;steel-mail;Seller;3736;Closed;familiar-restaurant;Buyer
3332;3310;paltry-surgery;Seller;1860;Active;;
3333;4834;affectionate-passenger;Seller;2562;Closed;dependent-pizza;Buyer
3334;1111;paltry-surgery;Seller;5816;Closed;obedient-worth;Buyer
3335;2223;canine-coat;Seller;1407;Closed;frivolous-young;Buyer
3336;4099;burdensome-special;Seller;2580;Closed;impossible-mud;Buyer
3337;2664;abandoned-negotiation;Seller;2650;Closed;thorough-rough;Buyer
3338;953;unfit-fault;Seller;1607;Closed;bowed-single;Buyer
3339;5011;medium-class;Seller;2660;Closed;mushy-green;Buyer
3340;4311;superb-pull;Seller;870;Closed;burdensome-fortune;Buyer
3341;3733;jolly-human;Seller;4635;Active;;
3342;987;forceful-coach;Seller;6731;Closed;trained-joint;Buyer
3343;1618;whole-initial;Seller;1264;Closed;abandoned-experience;Buyer
3344;451;subdued-air;Seller;3915;Closed;luxurious-jury;Buyer
3345;3821;considerate-conference;Seller;1148;Active;;
3346;3570;steel-mail;Seller;3596;Closed;substantial-dish;Buyer
3347;3829;hard-profit;Seller;3134;Active;;
3348;67;regal-a;Seller;2026;Closed;bouncy-championship;Buyer
3349;5666;superficial-extreme;Seller;1837;Closed;vivid-savings;Buyer
3350;1572;ultimate-coach;Seller;3195;Closed;suburban-aside;Buyer
3351;2370;doting-bell;Seller;3544;Active;;
3352;2168;leafy-distribution;Seller;4043;Closed;warped-photo;Buyer
3353;4580;striking-wedding;Seller;2317;Active;;
3354;5775;impressionable-bedroom;Seller;3886;Closed;queasy-burn;Buyer
3355;1558;grim-reach;Seller;3269;Closed;failing-stretch;Buyer
3356;3569;every-discipline;Seller;2480;Active;;
3357;3944;hard-to-find-boyfriend;Seller;3019;Closed;real-role;Buyer
3358;5319;bad-permit;Seller;1964;Closed;decent-country;Buyer
3359;3568;cool-formal;Seller;3714;Active;;
3360;5686;subdued-air;Seller;2237;Closed;hospitable-republic;Buyer
3361;3734;mysterious-court;Seller;3108;Closed;square-spray;Buyer
3362;4715;jolly-human;Seller;1949;Closed;serene-character;Buyer
3363;5449;meager-shopping;Seller;1220;Closed;back-natural;Buyer
3364;2835;sweet-pass;Seller;950;Closed;thunderous-awareness;Buyer
3365;4774;kooky-mail;Seller;3568;Closed;adored-perspective;Buyer
3366;5288;favorite-movie;Seller;2628;Closed;warped-photo;Buyer
3367;3528;live-hat;Seller;1387;Active;;
3368;2116;wicked-drama;Seller;2239;Closed;single-worker;Buyer
3369;5762;deadly-father;Seller;2092;Closed;Spanish-tooth;Buyer
3370;3890;itchy-angle;Seller;3440;Closed;bustling-beach;Buyer
3371;68;superb-pull;Seller;2772;Closed;frugal-negative;Buyer
3372;3488;jolly-human;Seller;2974;Active;;
3373;349;medium-class;Seller;2626;Closed;oblong-alarm;Buyer
3374;1275;shocked-specialist;Seller;3984;Closed;authorized-partner;Buyer
3375;4600;whole-initial;Seller;1744;Closed;medium-contest;Buyer
3376;3752;giving-teacher;Seller;3172;Closed;muffled-psychology;Buyer
3377;1957;icky-hearing;Seller;3393;Closed;joyous-stay;Buyer
3378;4973;energetic-shot;Seller;6602;Closed;woozy-primary;Buyer
3379;88;fluffy-pizza;Seller;1944;Active;;
3380;2999;loyal-apple;Seller;3366;Closed;bitter-disease;Buyer
3381;1032;every-discipline;Seller;3282;Closed;monthly-article;Buyer
3382;2137;hard-to-find-boyfriend;Seller;3700;Closed;black-and-white-buddy;Buyer
3383;2288;judicious-dare;Seller;1811;Active;;
3384;1879;false-news;Seller;622;Active;;
3385;2994;ruddy-tie;Seller;2358;Closed;oily-meet;Buyer
3386;2579;icky-hearing;Seller;2568;Closed;tame-chain;Buyer
3387;4167;regular-business;Seller;1010;Closed;stunning-maybe;Buyer
3388;3794;impressionable-bedroom;Seller;2482;Closed;ill-potential;Buyer
3389;328;lighthearted-remote;Seller;1114;Closed;somber-medium;Buyer
3390;1979;deadly-father;Seller;1870;Closed;thoughtful-combination;Buyer
3391;3111;costly-tackle;Seller;2354;Closed;proper-deposit;Buyer
3392;3917;icky-hearing;Seller;5359;Closed;pure-article;Buyer
3393;5524;false-news;Seller;1774;Closed;wonderful-spell;Buyer
3394;420;steel-clue;Seller;3001;Closed;drafty-dance;Buyer
3395;467;extraneous-stick;Seller;3117;Closed;passionate-connection;Buyer
3396;5116;hard-profit;Seller;3301;Closed;substantial-power;Buyer
3397;1376;embellished-repeat;Seller;2481;Closed;flaky-celebration;Buyer
3398;4930;breakable-lesson;Seller;3173;Closed;remarkable-housing;Buyer
3399;5973;delicious-criticism;Seller;4357;Closed;dry-cook;Buyer
3400;746;coordinated-opposite;Seller;2706;Active;;
3401;1505;mysterious-court;Seller;2103;Closed;pure-article;Buyer
3402;1746;aromatic-pound;Seller;3127;Closed;determined-stuff;Buyer
3403;293;monumental-feel;Seller;4306;Closed;happy-go-lucky-thanks;Buyer
3404;2276;cuddly-muscle;Seller;2247;Closed;corrupt-road;Buyer
3405;3735;harmless-agreement;Seller;4345;Closed;weird-press;Buyer
3406;5077;impossible-match;Seller;2530;Active;;
3407;991;anguished-order;Seller;6270;Closed;flickering-emphasis;Buyer
3408;2875;feminine-writing;Seller;1178;Closed;modern-desk;Buyer
3409;2098;judicious-turn;Seller;2806;Active;;
3410;5728;upset-permission;Seller;2199;Closed;spiteful-animal;Buyer
3411;1209;fine-suck;Seller;3659;Closed;vivid-savings;Buyer
3412;5602;spotless-charge;Seller;2471;Closed;worthwhile-region;Buyer
3413;4853;jaded-car;Seller;2611;Closed;grumpy-spread;Buyer
3414;2647;energetic-shot;Seller;641;Closed;petty-possession;Buyer
3415;3446;similar-ice;Seller;2929;Closed;prudent-night;Buyer
3416;1516;partial-telephone;Seller;1663;Active;;
3417;4788;meager-shopping;Seller;1573;Active;;
3418;5523;striped-job;Seller;1417;Closed;reliable-army;Buyer
3419;2160;periodic-summer;Seller;1714;Closed;distinct-draw;Buyer
3420;2167;mysterious-court;Seller;2301;Closed;previous-context;Buyer
3421;2707;fuzzy-note;Seller;962;Closed;open-wash;Buyer
3422;3652;fluffy-pizza;Seller;2272;Closed;puzzling-split;Buyer
3423;3716;delicious-criticism;Seller;3334;Closed;spherical-shock;Buyer
3424;1771;trustworthy-silly;Seller;2810;Closed;suburban-aside;Buyer
3425;1760;studious-bridge;Seller;2945;Closed;happy-go-lucky-thanks;Buyer
3426;5853;light-good;Seller;6795;Active;;
3427;4965;ruddy-tie;Seller;3307;Closed;parched-power;Buyer
3428;4306;heavenly-deposit;Seller;2672;Active;;
3429;426;silent-access;Seller;2980;Closed;flaky-road;Buyer
3430;593;fuzzy-note;Seller;4122;Closed;silent-piece;Buyer
3431;5895;judicious-dare;Seller;3096;Closed;failing-poet;Buyer
3432;2672;constant-university;Seller;2515;Closed;direct-a;Buyer
3433;3057;thorny-resolution;Seller;2695;Active;;
3434;4321;regal-a;Seller;4628;Closed;wiggly-role;Buyer
3435;2560;rash-board;Seller;1588;Closed;skinny-wing;Buyer
3436;1274;focused-song;Seller;998;Closed;meager-math;Buyer
3437;1380;abandoned-negotiation;Seller;1545;Closed;cute-appearance;Buyer
3438;3879;tempting-education;Seller;2356;Active;;
3439;1867;coordinated-opposite;Seller;2441;Closed;suburban-aside;Buyer
3440;2837;every-discipline;Seller;2796;Closed;appropriate-difficulty;Buyer
3441;4375;flawless-soup;Seller;2822;Closed;biodegradable-tree;Buyer
3442;4694;pitiful-dream;Seller;2449;Active;;
3443;5651;ripe-patience;Seller;4648;Active;;
3444;5875;loathsome-soft;Seller;2444;Closed;tidy-consideration;Buyer
3445;5643;weekly-percentage;Seller;2652;Closed;astonishing-poem;Buyer
3446;5457;canine-coat;Seller;5173;Closed;windy-perspective;Buyer
3447;1466;remorseful-buddy;Seller;3438;Closed;practical-character;Buyer
3448;2852;kooky-mail;Seller;3650;Closed;likely-adult;Buyer
3449;4296;flawless-soup;Seller;1823;Closed;worthwhile-region;Buyer
3450;2491;jolly-human;Seller;1768;Closed;prestigious-speaker;Buyer
3451;2073;tempting-education;Seller;2836;Active;;
3452;4057;left-ad;Seller;1893;Closed;helpless-hello;Buyer
3453;226;kooky-mail;Seller;3873;Closed;disguised-drawing;Buyer
3454;1703;rude-ball;Seller;713;Active;;
3455;3439;pitiful-dream;Seller;3002;Closed;informal-champion;Buyer
3456;2823;paltry-surgery;Seller;1707;Closed;obedient-worth;Buyer
3457;5376;meager-shopping;Seller;4623;Closed;portly-local;Buyer
3458;1286;fine-soil;Seller;2662;Closed;troubled-button;Buyer
3459;2880;frivolous-nation;Seller;1351;Active;;
3460;5709;linear-candle;Seller;1836;Active;;
3461;946;doting-bell;Seller;726;Closed;insecure-window;Buyer
3462;1577;rash-board;Seller;2983;Active;;
3463;5411;spectacular-diamond;Seller;6287;Closed;blaring-parking;Buyer
3464;1056;canine-coat;Seller;2764;Active;;
3465;5187;medium-class;Seller;5770;Closed;substantial-power;Buyer
3466;254;paltry-surgery;Seller;2654;Closed;svelte-male;Buyer
3467;2830;sweet-pass;Seller;1247;Closed;aromatic-formal;Buyer
3468;4762;pitiful-dream;Seller;2906;Closed;real-role;Buyer
3469;156;feminine-writing;Seller;3902;Closed;variable-operation;Buyer
3470;4903;grim-reach;Seller;1777;Closed;hard-parking;Buyer
3471;5107;this-priority;Seller;1473;Closed;wrathful-tonight;Buyer
3472;4901;icky-hearing;Seller;4558;Closed;measly-finding;Buyer
3473;4297;partial-telephone;Seller;3612;Active;;
3474;3052;loyal-apple;Seller;2685;Closed;definite-introduction;Buyer
3475;2331;giving-teacher;Seller;5834;Closed;worthwhile-strain;Buyer
3476;2993;shocked-specialist;Seller;2828;Active;;
3477;5483;impressionable-bedroom;Seller;3595;Closed;petty-possession;Buyer
3478;5794;sweet-pass;Seller;3453;Closed;flippant-piece;Buyer
3479;5460;serene-monitor;Seller;1064;Closed;flickering-give;Buyer
3480;40;multicolored-performance;Seller;3077;Closed;extra-large-rip;Buyer
3481;5462;periodic-summer;Seller;3747;Closed;lucky-chocolate;Buyer
3482;2104;sick-quarter;Seller;4796;Active;;
3483;3458;productive-advice;Seller;5368;Closed;sarcastic-touch;Buyer
3484;350;ultimate-coach;Seller;2114;Closed;noteworthy-band;Buyer
3485;4030;fluffy-pizza;Seller;4043;Closed;honest-permission;Buyer
3486;2712;leafy-distribution;Seller;3220;Closed;curvy-ladder;Buyer
3487;2971;rude-ball;Seller;6060;Closed;rotating-vehicle;Buyer
3488;5634;forceful-coach;Seller;3160;Closed;complicated-substance;Buyer
3489;769;private-review;Seller;2084;Closed;zealous-dig;Buyer
3490;3554;everlasting-historian;Seller;1247;Closed;substantial-trash;Buyer
3491;5969;silver-steal;Seller;2860;Closed;internal-juice;Buyer
3492;3907;melodic-chocolate;Seller;3005;Active;;
3493;42;doting-bell;Seller;5184;Closed;delectable-surgery;Buyer
3494;5827;weighty-shame;Seller;4578;Closed;constant-opposite;Buyer
3495;1991;gracious-nation;Seller;3131;Closed;distant-wing;Buyer
3496;3210;every-discipline;Seller;4979;Active;;
3497;1186;everlasting-historian;Seller;2270;Closed;sleepy-incident;Buyer
3498;4365;big-hearted-king;Seller;2613;Closed;real-role;Buyer
3499;2203;intrepid-candidate;Seller;2702;Closed;stingy-cow;Buyer
3500;3571;partial-telephone;Seller;1121;Closed;assured-estimate;Buyer
3501;4620;kooky-mail;Seller;3495;Closed;blond-divide;Buyer
3502;5185;extraneous-stick;Seller;3775;Closed;tremendous-budget;Buyer
3503;1682;complex-dog;Seller;2777;Closed;blond-divide;Buyer
3504;4571;rash-board;Seller;1471;Closed;determined-stuff;Buyer
3505;1801;weekly-percentage;Seller;3432;Closed;overjoyed-explanation;Buyer
3506;3798;punctual-swimming;Seller;5920;Closed;youthful-suggestion;Buyer
3507;1730;embellished-repeat;Seller;1060;Closed;impolite-cake;Buyer
3508;345;abandoned-negotiation;Seller;3244;Active;;
3509;5400;light-good;Seller;3607;Closed;jumbo-friend;Buyer
3510;5680;expensive-funeral;Seller;4343;Closed;ugly-vast;Buyer
3511;2224;mysterious-court;Seller;1636;Closed;creamy-homework;Buyer
3512;5813;fuzzy-note;Seller;2879;Closed;winding-kid;Buyer
3513;1323;lawful-interaction;Seller;3048;Closed;useless-signal;Buyer
3514;1356;ripe-patience;Seller;733;Closed;optimistic-breakfast;Buyer
3515;1852;cool-formal;Seller;7929;Closed;quick-witted-thought;Buyer
3516;5622;breakable-lesson;Seller;3013;Closed;jovial-management;Buyer
3517;5196;deafening-copy;Seller;972;Closed;pale-thing;Buyer
3518;3877;extraneous-stick;Seller;908;Closed;grouchy-belt;Buyer
3519;1476;snappy-wine;Seller;3936;Closed;sparkling-half;Buyer
3520;2408;judicious-turn;Seller;3497;Closed;youthful-suggestion;Buyer
3521;5967;sick-quarter;Seller;1308;Closed;foolish-disease;Buyer
3522;4961;live-hat;Seller;3896;Closed;worried-book;Buyer
3523;3030;everlasting-historian;Seller;3246;Closed;silent-piece;Buyer
3524;5421;impressionable-bedroom;Seller;2864;Closed;hospitable-highlight;Buyer
3525;153;regal-a;Seller;3809;Closed;perfect-sun;Buyer
3526;3521;striking-wedding;Seller;1059;Closed;corrupt-satisfaction;Buyer
3527;4939;deafening-copy;Seller;1246;Closed;round-male;Buyer
3528;2386;aromatic-pound;Seller;4078;Closed;thorough-self;Buyer
3529;499;upset-permission;Seller;4913;Closed;serene-character;Buyer
3530;5072;questionable-sympathy;Seller;5053;Closed;each-internet;Buyer
3531;1557;burdensome-special;Seller;2398;Active;;
3532;2015;every-discipline;Seller;2082;Closed;delectable-surgery;Buyer
3533;2021;pointless-guess;Seller;2578;Closed;distinct-draw;Buyer
3534;2514;handsome-city;Seller;148;Active;;
3535;1732;aromatic-pound;Seller;3771;Closed;thin-rush;Buyer
3536;5569;subdued-air;Seller;2847;Closed;pointed-delivery;Buyer
3537;2595;giving-teacher;Seller;6676;Closed;medium-contest;Buyer
3538;3833;steel-mail;Seller;1704;Active;;
3539;4837;sweet-pass;Seller;2149;Closed;wonderful-spell;Buyer
3540;3343;mean-politics;Seller;3314;Closed;gracious-room;Buyer
3541;2091;lawful-interaction;Seller;3251;Closed;major-commercial;Buyer
3542;630;fuzzy-note;Seller;2446;Closed;slippery-system;Buyer
3543;279;shocked-specialist;Seller;2749;Closed;trusty-writer;Buyer
3544;4931;costly-tackle;Seller;2523;Closed;crisp-detail;Buyer
3545;2881;affectionate-passenger;Seller;1705;Closed;woozy-role;Buyer
3546;5038;subdued-air;Seller;3554;Closed;gigantic-guidance;Buyer
3547;413;sweet-pass;Seller;2239;Closed;spherical-spray;Buyer
3548;3813;interesting-primary;Seller;2067;Closed;flamboyant-attention;Buyer
3549;2245;affectionate-passenger;Seller;4992;Closed;composed-baby;Buyer
3550;5902;robust-charity;Seller;3616;Closed;reliable-ball;Buyer
3551;853;fine-soil;Seller;577;Closed;jagged-rice;Buyer
3552;3084;muffled-pause;Seller;4259;Active;;
3553;1128;this-priority;Seller;967;Closed;unwelcome-advertising;Buyer
3554;4164;monumental-feel;Seller;1893;Closed;subtle-general;Buyer
3555;2323;partial-telephone;Seller;4420;Closed;snappy-assistant;Buyer
3556;5048;kindhearted-young;Seller;2246;Closed;creamy-external;Buyer
3557;3380;left-ad;Seller;6372;Active;;
3558;749;trustworthy-silly;Seller;1987;Active;;
3559;1973;demanding-farmer;Seller;2600;Closed;outrageous-class;Buyer
3560;2613;regal-a;Seller;2561;Active;;
3561;3615;energetic-shot;Seller;2302;Active;;
3562;2619;hard-profit;Seller;6458;Closed;weepy-entrance;Buyer
3563;4794;regal-a;Seller;2274;Closed;whispered-husband;Buyer
3564;5191;this-priority;Seller;1237;Closed;formal-language;Buyer
3565;2746;light-lie;Seller;4176;Active;;
3566;944;fair-buddy;Seller;1039;Active;;
3567;2461;modest-tale;Seller;6054;Active;;
3568;2304;rash-board;Seller;4580;Closed;pointed-delivery;Buyer
3569;3846;weighty-shame;Seller;1968;Active;;
3570;5614;kooky-mail;Seller;3422;Active;;
3571;4518;breakable-lesson;Seller;4174;Closed;muffled-psychology;Buyer
3572;2177;unrealistic-item;Seller;5114;Closed;trained-joint;Buyer
3573;4257;rude-ball;Seller;3670;Closed;imaginary-money;Buyer
3574;2438;rude-ball;Seller;2087;Active;;
3575;4351;every-discipline;Seller;1168;Active;;
3576;303;fine-suck;Seller;1891;Closed;blissful-examination;Buyer
3577;502;burdensome-special;Seller;2478;Closed;sweltering-quarter;Buyer
3578;5547;big-hearted-king;Seller;1464;Closed;insubstantial-analyst;Buyer
3579;1226;heavenly-deposit;Seller;2391;Closed;firm-drama;Buyer
3580;1104;bare-round;Seller;6129;Closed;suburban-aside;Buyer
3581;4410;rude-ball;Seller;2390;Active;;
3582;4789;fuzzy-note;Seller;3341;Closed;new-winner;Buyer
3583;3327;fair-buddy;Seller;2850;Closed;frugal-negative;Buyer
3584;2556;modest-tale;Seller;2998;Active;;
3585;844;embellished-repeat;Seller;3085;Active;;
3586;5809;fluffy-pizza;Seller;6414;Closed;sparse-judgment;Buyer
3587;5305;costly-tackle;Seller;633;Closed;orderly-expression;Buyer
3588;323;doting-bell;Seller;2715;Closed;blaring-parking;Buyer
3589;388;expensive-funeral;Seller;2835;Closed;pleasant-profession;Buyer
3590;2828;delicious-criticism;Seller;1893;Closed;exhausted-return;Buyer
3591;3079;studious-bridge;Seller;1677;Closed;flickering-emphasis;Buyer
3592;1975;common-private;Seller;1217;Active;;
3593;1589;big-hearted-king;Seller;4396;Closed;puzzled-movie;Buyer
3594;5452;partial-telephone;Seller;2808;Active;;
3595;4461;shocked-specialist;Seller;3542;Closed;genuine-description;Buyer
3596;911;angelic-thought;Seller;1828;Closed;worn-spray;Buyer
3597;5708;intrepid-candidate;Seller;1720;Active;;
